{{-0.10050314695945603, 0.3080723990839458, 0.05295774311797833}, 
{-0.05614633911030635, -0.032856144371050285, 0.00872558742981126}, 
{-0.14815788244006572, -0.07666663240027155, -0.14392847191887323}, 
{-0.10629111353522211, -0.008546530782384326, 0.3176081652996867}, 
{-0.17557276688233375, 0.06625622802397531, -0.22564504872786806}, 
{-0.16347994534649068, -0.19776827246502235, 0.019145631622230694}, 
{-0.09099455591406684, 0.1904143547842092, 0.18372471019454506}, 
{-0.1568766328339185, -0.1041718852928947, -0.1003253469081964}, 
{-0.1702114719422651, 0.017698808340105482, 0.00032663974721280084}, 
{-0.18215304167296226, -0.115296701601599, -0.0839314314243109}, 
{-0.0724669749033583, 0.23046887145543563, -0.18722064721027074}, 
{-0.2139345090968192, 0.01009083130187735, 0.06780249963044531}, 
{0.21018192544049713, 0.12093353716439881, 0.07058839943514962}, 
{0.15373007421753965, -0.24008401055483086, -0.09305445226449709}, 
{0.20393670557479532, 0.09650578315208068, -0.10410316523294924}, 
{0.13903681058365452, -0.0010857093266278726, -0.17443735784063344}, 
{0.17920678882889982, 0.04070187085393886, -0.2120584593772631}, 
{0.1486212969613649, -0.1568899414299404, -0.0367246243141651}, 
{0.16087347619818795, -0.10023978761251079, -0.04974456555388964}, 
{0.14052059858086724, 0.0642097956587841, 0.12631313267814975}, 
{0.029996951224515588, 0.02948912539211271, 0.19792020175035566}, 
{0.20200588170860856, 0.16432385765288196, 0.12025220930410753}, 
{0.06867787131833442, -0.30555984702661365, 0.24580865056324328}}
